days,2025_VNINDEX,2024_VNINDEX,2023_VNINDEX,2025_DXY,2024_DXY,2023_DXY,2025_CL=F,2024_CL=F,2023_CL=F,2025_XAU_USD,2024_XAU_USD,2023_XAU_USD,2025_BTC_USD,2024_BTC_USD,2023_BTC_USD,2025_^DJI,2024_^DJI,2023_^DJI
13-Sept,NULL,0.108464672,0.178035028,NULL,-0.001176199,0.010486046,NULL,-0.008765447,0.137866431,NULL,0.229424042,0.057796189,NULL,0.423519459,0.525637126,NULL,0.097285834,0.047274747
14-Sept,NULL,0.098518318,0.166261713,NULL,-0.002757188,0.012015937,NULL,-0.010929549,0.138542459,NULL,0.230755005,0.055415137,NULL,0.414172133,0.537507866,NULL,0.10280108,0.056864711
15-Sept,NULL,0.098518318,0.16916243,NULL,-0.002757188,0.0181263,NULL,-0.010929549,0.159486054,NULL,0.230562728,0.059895971,NULL,0.40046855,0.540108483,NULL,0.10280108,0.048589288
16-Sept,NULL,0.098518318,0.15649302,NULL,-0.002757188,0.017367198,NULL,-0.010929549,0.165331414,NULL,0.232504232,0.057761705,NULL,0.383735183,0.538589727,NULL,0.10280108,0.048764413
17-Sept,NULL,0.114406784,0.15649302,NULL,-0.005528355,0.017367198,NULL,0.008445759,0.165331414,NULL,0.228500754,0.064349586,NULL,0.420097789,0.537306477,NULL,0.102419108,0.048764413
18-Sept,NULL,0.119133004,0.15649302,NULL,-0.003741929,0.017367198,NULL,0.017523764,0.165331414,NULL,0.222707501,0.06623898,NULL,0.442335778,0.545601201,NULL,0.099941637,0.048764413
19-Sept,NULL,0.124168971,0.156237156,NULL,-0.003048451,0.015277918,NULL,0.003326377,0.176515672,NULL,0.233722588,0.062262511,NULL,0.46327307,0.562676447,NULL,0.112521175,0.045686508
20-Sept,NULL,0.12477468,0.168296574,NULL,-0.006216451,0.015563403,NULL,0.031417084,0.169250457,NULL,0.246281571,0.06471549,NULL,0.467285109,0.559769202,NULL,0.113429391,0.043460071
21-Sept,NULL,0.12197598,0.157392173,NULL,-0.005719923,0.018702988,NULL,0.020460067,0.144673723,NULL,0.246636782,0.061805266,NULL,0.470479503,0.538968124,NULL,0.114886457,0.032703753
22-Sept,NULL,0.12197598,0.14115626,NULL,-0.005719923,0.018133895,NULL,0.020460067,0.148257147,NULL,0.246708227,0.06025307,NULL,0.474484105,0.539417376,NULL,0.114886457,0.029575467
23-Sept,NULL,0.12197598,0.107754394,NULL,-0.005719923,0.019936917,NULL,0.020460067,0.158634298,NULL,0.248848922,0.061378889,NULL,0.469473632,0.539410689,NULL,0.114886457,0.030842669
24-Sept,NULL,0.128684804,0.107754394,NULL,-0.003436784,0.019936917,NULL,0.012747328,0.158634298,NULL,0.26037132,0.059198639,NULL,0.484824509,0.527274803,NULL,0.116870338,0.030842669
25-Sept,NULL,0.136899426,0.107754394,NULL,-0.010270521,0.019936917,NULL,0.023770487,0.158634298,NULL,0.25938218,0.058943726,NULL,0.466802911,0.528861221,NULL,0.109917456,0.030842669
26-Sept,NULL,0.140014045,0.094539001,NULL,-0.003788655,0.023441727,NULL,0.000706446,0.151235007,NULL,0.265952748,0.0491223,NULL,0.499076802,0.525772431,NULL,0.116129097,0.019433213
27-Sept,NULL,0.139572736,0.108502599,NULL,-0.007157366,0.02608472,NULL,-0.034205594,0.158466889,NULL,0.261319375,0.038473083,NULL,0.508429901,0.530939518,NULL,0.119398576,0.017392414
28-Sept,NULL,0.137264226,0.107272004,NULL,-0.008847377,0.030415346,NULL,-0.016711148,0.194366591,NULL,0.261138252,0.035979393,NULL,0.509904037,0.556319447,NULL,0.119803852,0.020852008
29-Sept,NULL,0.137264226,0.108764477,NULL,-0.008847377,0.025447229,NULL,-0.016711148,0.172826853,NULL,0.262907481,0.025751449,NULL,0.506074127,0.552255054,NULL,0.119803852,0.016133947
30-Sept,NULL,0.137264226,0.109717538,NULL,-0.008847377,0.02563561,NULL,-0.016711148,0.162582711,NULL,0.251119977,0.025259189,NULL,0.470943572,0.55434319,NULL,0.119803852,0.013921056
01-Oct,NULL,0.140571841,0.109717538,NULL,-0.005660763,0.02563561,NULL,-0.01991665,0.162582711,NULL,0.262409139,0.028938674,NULL,0.43158605,0.592011431,NULL,0.115712685,0.013921056
02-Oct,NULL,0.137197762,0.109717538,NULL,-0.000697491,0.02563561,NULL,0.015019752,0.162582711,NULL,0.2622159,0.014811152,NULL,0.428229168,0.575824722,NULL,0.116650864,0.013921056
03-Oct,NULL,0.129634718,0.077559975,NULL,0.003253531,0.033735832,NULL,0.017562129,0.138909495,NULL,0.260456777,0.012772289,NULL,0.430317431,0.572163125,NULL,0.112268283,0.001030555
04-Oct,NULL,0.123766632,0.087013574,NULL,0.005910008,0.034016116,NULL,0.059404809,0.147367823,NULL,0.259597582,0.007471623,NULL,0.451846185,0.585630726,NULL,0.120388903,0.00488397
05-Oct,NULL,0.123239384,0.073918489,NULL,0.011601247,0.031307346,NULL,0.065490064,0.091787402,NULL,0.259668676,0.012196025,NULL,0.452208253,0.571836094,NULL,0.110979556,0.004582715
06-Oct,NULL,0.123239384,0.087070618,NULL,0.011601247,0.027467353,NULL,0.065490064,0.066091744,NULL,0.258523068,0.013495382,NULL,0.463949347,0.591192938,NULL,0.110979556,0.013278716
07-Oct,NULL,0.123239384,0.094885977,NULL,0.011601247,0.025022805,NULL,0.065490064,0.102188016,NULL,0.255276202,0.015011153,NULL,0.454679963,0.59198882,NULL,0.110979556,0.019177686
08-Oct,NULL,0.124853588,0.094885977,NULL,0.011308547,0.025022805,NULL,0.104871788,0.102188016,NULL,0.247456864,0.025317301,NULL,0.452997813,0.59078212,NULL,0.113985994,0.019177686
09-Oct,NULL,0.13261314,0.094885977,NULL,0.011601333,0.025022805,NULL,0.059740462,0.102188016,NULL,0.242446869,0.030993139,NULL,0.428053051,0.578202525,NULL,0.124243244,0.019177686
10-Oct,NULL,0.1361315,0.100451459,NULL,0.015406576,0.024363053,NULL,0.053646245,0.116029662,NULL,0.251211863,0.029818737,NULL,0.422975618,0.571218025,NULL,0.122881772,0.023184642
11-Oct,NULL,0.137709619,0.106677025,NULL,0.015406576,0.021533708,NULL,0.085666936,0.110591721,NULL,0.260468448,0.039411998,NULL,0.458987362,0.552317698,NULL,0.132533091,0.025128082
12-Oct,NULL,0.136118448,0.107372124,NULL,0.015892609,0.020966176,NULL,0.076556891,0.078483739,NULL,0.261071794,0.037929837,NULL,0.470964822,0.547981744,NULL,0.137230741,0.019988868
13-Oct,NULL,0.136118448,0.11008137,NULL,0.015892609,0.029010072,NULL,0.076556891,0.082209763,NULL,0.258628637,0.064683556,NULL,0.465558395,0.551927514,NULL,0.137230741,0.021152921
14-Oct,NULL,0.136118448,0.098554921,NULL,0.015892609,0.029573395,NULL,0.076556891,0.132622875,NULL,0.257846477,0.06765234,NULL,0.516388628,0.551902648,NULL,0.137230741,0.030486075
15-Oct,NULL,0.13202932,0.098554921,NULL,0.018612892,0.029573395,NULL,0.029388326,0.132622875,NULL,0.262213599,0.064501801,NULL,0.53145362,0.562994471,NULL,0.129688764,0.030486075
16-Oct,NULL,0.130780393,0.098554921,NULL,0.019097371,0.029573395,NULL,0.022116557,0.132622875,NULL,0.266845222,0.061619822,NULL,0.539979872,0.613061918,NULL,0.13758006,0.030486075
17-Oct,NULL,0.136282658,0.081234374,NULL,0.022002614,0.026570959,NULL,0.017749779,0.125098894,NULL,0.27374355,0.064028889,NULL,0.53683131,0.609425148,NULL,0.141325654,0.030871821
18-Oct,NULL,0.135458685,0.064963701,NULL,0.024416674,0.026194515,NULL,0.018740153,0.133713642,NULL,0.284490544,0.074029474,NULL,0.551949346,0.606349169,NULL,0.14217811,0.021089664
19-Oct,NULL,0.131032299,0.050870853,NULL,0.021045144,0.029207127,NULL,0.000506925,0.138610582,NULL,0.28540383,0.085089607,NULL,0.551130058,0.620168009,NULL,0.134221984,0.013636652
20-Oct,NULL,0.131032299,0.069421255,NULL,0.021045144,0.026579018,NULL,0.000506925,0.16172936,NULL,0.28602295,0.09237104,NULL,0.560476799,0.65370384,NULL,0.134221984,0.005050755
21-Oct,NULL,0.131032299,0.056334967,NULL,0.021045144,0.025637944,NULL,0.000506925,0.136474611,NULL,0.28580219,0.092613613,NULL,0.536798375,0.661636438,NULL,0.134221984,-0.000710994
22-Oct,NULL,0.123312158,0.056334967,NULL,0.025974606,0.025637944,NULL,0.015335586,0.136474611,NULL,0.300518218,0.090015463,NULL,0.536702702,0.664159445,NULL,0.134065667,-0.000710994
23-Oct,NULL,0.12410751,0.056334967,NULL,0.027128738,0.025637944,NULL,0.027535907,0.136474611,NULL,0.290876955,0.08795659,NULL,0.522908291,0.76725835,NULL,0.124515464,-0.000710994
24-Oct,NULL,0.113492993,0.067646952,NULL,0.030395181,0.020457057,NULL,0.022910794,0.115451901,NULL,0.297468606,0.087879271,NULL,0.548932711,0.791899806,NULL,0.121208631,0.005512172
25-Oct,NULL,0.109763054,0.063812979,NULL,0.026756406,0.026517083,NULL,0.013195293,0.086897066,NULL,0.29713347,0.092832776,NULL,0.52665253,0.809636262,NULL,0.115073767,0.002330372
26-Oct,NULL,0.111399532,0.021867114,NULL,0.02935128,0.029622983,NULL,-0.005999907,0.106971152,NULL,0.295021307,0.093027783,NULL,0.532238781,0.799603115,NULL,0.121560192,-0.005286453
27-Oct,NULL,0.111399532,0.026765541,NULL,0.02935128,0.029716757,NULL,-0.005999907,0.085417867,NULL,0.294320618,0.106183181,NULL,0.545886557,0.792376187,NULL,0.121560192,-0.016472018
28-Oct,NULL,0.111399532,0.009586937,NULL,0.02935128,0.029622991,NULL,-0.005999907,0.103016349,NULL,0.294707467,0.103045084,NULL,0.575011854,0.797677705,NULL,0.121560192,-0.000697524
29-Oct,NULL,0.116986221,0.009586937,NULL,0.0292554,0.029622991,NULL,-0.019917081,0.103016349,NULL,0.303981417,0.104405585,NULL,0.615246793,0.810846137,NULL,0.117914795,-0.000697524
30-Oct,NULL,0.114489728,0.009586937,NULL,0.028680215,0.029622991,NULL,-0.028002871,0.103016349,NULL,0.309384898,0.101858545,NULL,0.610008199,0.809800429,NULL,0.115747967,-0.000697524
31-Oct,NULL,0.11913762,-0.004045145,NULL,0.027145408,0.025682307,NULL,-0.003844027,0.074663365,NULL,0.29479433,0.098346385,NULL,0.580641803,0.814594824,NULL,0.106776341,0.00306543
01-Nov,NULL,0.111553501,0.007110471,NULL,0.024935823,0.030486324,NULL,0.015548216,0.061223566,NULL,0.293441531,0.096006386,NULL,0.570206472,0.836790437,NULL,0.113689812,0.009773078
02-Nov,NULL,0.103441194,0.041554362,NULL,0.025994947,0.028892641,NULL,0.013418722,0.053123374,NULL,0.291222896,0.094297391,NULL,0.567425982,0.82270888,NULL,0.107564333,0.026737981
03-Nov,NULL,0.103441194,0.042772488,NULL,0.025994947,0.026075711,NULL,0.013418722,0.074900188,NULL,0.292864248,0.09815977,NULL,0.559514855,0.81681511,NULL,0.107564333,0.033305601
04-Nov,NULL,0.103441194,0.054734082,NULL,0.025994947,0.015435435,NULL,0.013418722,0.057341402,NULL,0.29156206,0.099313008,NULL,0.545991516,0.826888467,NULL,0.107564333,0.034319627
05-Nov,NULL,0.104284803,0.054734082,NULL,0.025417881,0.015435435,NULL,0.032340359,0.057341402,NULL,0.294623416,0.096948818,NULL,0.568820307,0.825952384,NULL,0.117787599,0.034319627
06-Nov,NULL,0.116743077,0.054734082,NULL,0.026668937,0.015435435,NULL,0.037925305,0.057341402,NULL,0.268071161,0.091822125,NULL,0.659355993,0.825610455,NULL,0.153504882,0.034319627
07-Nov,NULL,0.11553,0.046135074,NULL,0.037434053,0.017338899,NULL,0.035842635,0.054876261,NULL,0.281515532,0.085374635,NULL,0.662869802,0.837203545,NULL,0.153491393,0.035983823
08-Nov,NULL,0.109822565,0.076812034,NULL,0.030682373,0.019903773,NULL,0.040573348,0.007798569,NULL,0.272855655,0.078458261,NULL,0.671309541,0.84317684,NULL,0.159429019,0.034802887
09-Nov,NULL,0.108034138,0.077225137,NULL,0.035469353,0.019809002,NULL,0.013430305,-0.011262649,NULL,0.272531838,0.081105136,NULL,0.674358586,0.872284667,NULL,0.166343036,0.028343975
10-Nov,NULL,0.108034138,0.066263587,NULL,0.035469353,0.023599408,NULL,0.013430305,-0.012055844,NULL,0.271754479,0.072203434,NULL,0.72248798,0.88920456,NULL,0.166343036,0.039885367
11-Nov,NULL,0.108034138,0.064802085,NULL,0.035469353,0.022372208,NULL,0.013430305,0.008581876,NULL,0.249285771,0.071737073,NULL,0.824723207,0.884490027,NULL,0.166343036,0.041482933
12-Nov,NULL,0.103635264,0.064802085,NULL,0.040614669,0.022372208,NULL,-0.016462911,0.008581876,NULL,0.240952055,0.074233644,NULL,0.816316675,0.882240817,NULL,0.157715322,0.041482933
13-Nov,NULL,0.1046154,0.064802085,NULL,0.04563883,0.022372208,NULL,-0.018957382,0.008581876,NULL,0.233071692,0.076229477,NULL,0.846199312,0.867339421,NULL,0.158790473,0.041482933
14-Nov,NULL,0.093259405,0.073583376,NULL,0.05016631,0.020954425,NULL,-0.01675094,0.026469073,NULL,0.229195027,0.084168425,NULL,0.809396694,0.840910583,NULL,0.1540739,0.055747886
15-Nov,NULL,0.082446696,0.085090698,NULL,0.053922193,0.008933561,NULL,-0.009558727,0.02188483,NULL,0.227482902,0.084027878,NULL,0.853128033,0.906839029,NULL,0.147082698,0.060442762
16-Nov,NULL,0.081256817,0.087790056,NULL,0.051770618,0.008741985,NULL,-0.035207256,0.001800402,NULL,0.226494838,0.092106097,NULL,0.847554809,0.861279737,NULL,0.145807828,0.059135514
17-Nov,NULL,0.081256817,0.06616461,NULL,0.051770618,0.009125283,NULL,-0.035207256,-0.045588597,NULL,0.231314476,0.092606308,NULL,0.839685584,0.87350258,NULL,0.145807828,0.059187381
18-Nov,NULL,0.081256817,0.068407723,NULL,0.051770618,0.00356971,NULL,-0.035207256,-0.008861171,NULL,0.246329067,0.092251877,NULL,0.847440968,0.87320254,NULL,0.145807828,0.065017815
19-Nov,NULL,0.071422149,0.068407723,NULL,0.047927025,0.00356971,NULL,-0.003050488,-0.008861171,NULL,0.254847711,0.094459866,NULL,0.867333788,0.895092067,NULL,0.143026974,0.065017815
20-Nov,NULL,0.080873267,0.068407723,NULL,0.046609508,0.00356971,NULL,0.004774478,-0.008861171,NULL,0.261139274,0.092117198,NULL,0.888945454,0.897510321,NULL,0.146251627,0.065017815
21-Nov,NULL,0.090564618,0.074568974,NULL,0.051038396,0.000198505,NULL,-0.002558406,0.017576369,NULL,0.268009024,0.100764554,NULL,0.933096999,0.853132531,NULL,0.156892012,0.063232661
22-Nov,NULL,0.090377388,0.077594734,NULL,0.055447826,0.000971694,NULL,0.013953751,0.019121703,NULL,0.284872153,0.098669753,NULL,0.938101201,0.898325355,NULL,0.166606093,0.068497728
23-Nov,NULL,0.095751523,0.054853216,NULL,0.057222555,0.002903098,NULL,0.031907615,0.006520497,NULL,0.285669333,0.100919056,NULL,0.925773811,0.894512643,NULL,0.176540478,0.071818032
24-Nov,NULL,0.095751523,0.061394384,NULL,0.057222555,0.002903098,NULL,0.031907615,0.006520497,NULL,0.286831836,0.103861513,NULL,0.928192973,0.906061705,NULL,0.176540478,0.071818032
25-Nov,NULL,0.095751523,0.054503312,NULL,0.057222555,-0.000277642,NULL,0.031907615,-0.01275289,NULL,0.249263672,0.101945459,NULL,0.878082453,0.908090102,NULL,0.176540478,0.070216465
26-Nov,NULL,0.101769223,0.054503312,NULL,0.059460297,-0.000277642,NULL,-0.001127107,-0.01275289,NULL,0.255766229,0.101100977,NULL,0.866085149,0.899685371,NULL,0.179306409,0.070216465
27-Nov,NULL,0.101640384,0.054503312,NULL,0.053227176,-0.000277642,NULL,-0.003587995,-0.01275289,NULL,0.258755858,0.110142191,NULL,0.909322602,0.89368328,NULL,0.17622462,0.070216465
28-Nov,NULL,0.10175312,0.061276831,NULL,0.045082608,-0.003081751,NULL,-0.005619733,-0.015939689,NULL,0.257691784,0.123917394,NULL,0.906091523,0.909169278,NULL,0.180441552,0.072579995
29-Nov,NULL,0.108475533,0.068004778,NULL,0.045082608,-0.007736029,NULL,-0.005619733,0.003908424,NULL,0.262138294,0.124596715,NULL,0.925004309,0.909893715,NULL,0.180441552,0.072959514
30-Nov,NULL,0.109075312,0.060142932,NULL,0.04385564,-0.005982495,NULL,-0.016816427,0.019451821,NULL,0.26237309,0.122840474,NULL,0.914615915,0.906043955,NULL,0.17757701,0.087649397
01-Dec,NULL,0.109075312,0.067482123,NULL,0.04385564,-0.000828369,NULL,-0.016816427,-0.008329576,NULL,0.260822125,0.135713207,NULL,0.923229108,0.931923903,NULL,0.17757701,0.09584417
02-Dec,NULL,0.109075312,0.084113062,NULL,0.04385564,-0.002473088,NULL,-0.016816427,-0.02169106,NULL,0.258350981,0.137587069,NULL,0.908688736,0.952280778,NULL,0.17757701,0.094711378
03-Dec,NULL,0.107972376,0.084113062,NULL,0.050092681,-0.002473088,NULL,-0.014463432,-0.02169106,NULL,0.258884395,0.15572749,NULL,0.910116357,0.964998742,NULL,0.175869432,0.094711378
04-Dec,NULL,0.100435413,0.084113062,NULL,0.049623081,-0.002473088,NULL,0.012825196,-0.02169106,NULL,0.26177149,0.120026087,NULL,0.938932033,1.015068468,NULL,0.182770319,0.094711378
05-Dec,NULL,0.122299147,0.080079095,NULL,0.048777417,0.001112483,NULL,-0.005455279,-0.038853821,NULL,0.255007498,0.115017051,NULL,0.916911244,1.065105292,NULL,0.177253637,0.092504941
06-Dec,NULL,0.124358258,0.089452181,NULL,0.043605371,0.005264668,NULL,-0.009819484,-0.055224961,NULL,0.254741372,0.117579002,NULL,0.951355986,1.057523663,NULL,0.174501723,0.090563633
07-Dec,NULL,0.127271285,0.085066589,NULL,0.045306858,0.006418652,NULL,-0.028668123,-0.094337301,NULL,0.255797448,0.117526384,NULL,0.951382257,1.047150677,NULL,0.169112469,0.092309583
08-Dec,NULL,0.127271285,0.087696974,NULL,0.045306858,0.001904184,NULL,-0.028668123,-0.087408846,NULL,0.256493846,0.106749825,NULL,0.964519125,1.067337412,NULL,0.169112469,0.095922585
09-Dec,NULL,0.127271285,0.088639718,NULL,0.045306858,0.005184809,NULL,-0.028668123,-0.067483397,NULL,0.266227096,0.109167665,NULL,0.92695051,1.057361159,NULL,0.169112469,0.100255491
10-Dec,NULL,0.12588177,0.088639718,NULL,0.047288542,0.005184809,NULL,-0.013180395,-0.067483397,NULL,0.279355414,0.109375074,NULL,0.91917808,1.058589601,NULL,0.165641864,0.100255491
11-Dec,NULL,0.123358354,0.088639718,NULL,0.049077979,0.005184809,NULL,-0.00863431,-0.067483397,NULL,0.287719959,0.096929844,NULL,0.965700775,1.000666243,NULL,0.163398375,0.100255491
12-Dec,NULL,0.122168302,0.090532214,NULL,0.05095818,0.005665627,NULL,0.019540877,-0.063548066,NULL,0.280718021,0.097782592,NULL,0.954531482,1.0056704,NULL,0.158088179,0.105007916
13-Dec,NULL,0.118396629,0.078622232,NULL,0.054711596,0.003646987,NULL,0.014287395,-0.101347268,NULL,0.264548974,0.118099785,NULL,0.968687973,1.040423399,NULL,0.156128388,0.11901354
14-Dec,NULL,0.119362986,0.074969435,NULL,0.054524587,-0.006370359,NULL,0.033984867,-0.08505169,NULL,0.267297145,0.119517739,NULL,0.967837493,1.043529675,NULL,0.153605389,0.123276475
15-Dec,NULL,0.119362986,0.067916246,NULL,0.054524587,-0.012986435,NULL,0.033984867,-0.059854808,NULL,0.264285948,0.114361038,NULL,0.996698506,1.018096997,NULL,0.153605389,0.124801605
16-Dec,NULL,0.119362986,0.058463245,NULL,0.054524587,-0.00818724,NULL,0.033984867,-0.058877295,NULL,0.264747451,0.113158089,NULL,1.013295295,1.025498885,NULL,0.153605389,0.124824642
17-Dec,NULL,0.117725002,0.058463245,NULL,0.053309092,-0.00818724,NULL,0.022366701,-0.058877295,NULL,0.263433594,0.112917245,NULL,1.014341066,1.004773253,NULL,0.147484679,0.124824642
18-Dec,NULL,0.12111722,0.058463245,NULL,0.054338867,-0.00818724,NULL,0.016843412,-0.058877295,NULL,0.244645931,0.118977493,NULL,0.95687896,1.035206837,NULL,0.12163819,0.124824642
19-Dec,NULL,0.112167807,0.062511349,NULL,0.065280588,-0.009356897,NULL,0.01570411,-0.047716539,NULL,0.24213715,0.123942031,NULL,0.931383691,1.026924753,NULL,0.122001249,0.131576966
20-Dec,NULL,0.114423345,0.066579543,NULL,0.068795896,-0.012089392,NULL,0.002730114,-0.025917503,NULL,0.252964873,0.119414472,NULL,0.934101651,1.059612367,NULL,0.133763108,0.118905288
21-Dec,NULL,0.118606256,0.068096716,NULL,0.062711792,-0.010132283,NULL,0.005185671,-0.029293144,NULL,0.254290258,0.128575925,NULL,0.928667678,1.064581237,NULL,0.135319763,0.127598227
22-Dec,NULL,0.118606256,0.068668186,NULL,0.062711792,-0.016285201,NULL,0.005185671,-0.027938231,NULL,0.254356852,0.129528684,NULL,0.906864695,1.067516101,NULL,0.135319763,0.127106765
23-Dec,NULL,0.118606256,0.08190407,NULL,0.062711792,-0.017366182,NULL,0.005185671,-0.032673803,NULL,0.250168649,0.129621182,NULL,0.902462239,1.061644017,NULL,0.135319763,0.13136931
24-Dec,NULL,0.116705638,0.08190407,NULL,0.065865233,-0.017366182,NULL,0.007491089,-0.032673803,NULL,0.251232048,0.130164589,NULL,0.944599845,1.045104617,NULL,0.144411112,0.13136931
25-Dec,NULL,0.127559722,0.08190407,NULL,0.065957638,-0.017366182,NULL,0.016691771,-0.032673803,NULL,0.25151264,0.130424203,NULL,0.95091446,1.058983681,NULL,0.145075581,0.13136931
26-Dec,NULL,0.126641349,0.086010834,NULL,0.065957638,-0.017366182,NULL,0.016691771,-0.032673803,NULL,0.255478523,0.136391889,NULL,0.915630391,1.033928428,NULL,0.145075581,0.13136931
27-Dec,NULL,0.128424736,0.085779148,NULL,0.065125648,-0.018349935,NULL,0.009284411,-0.008747726,NULL,0.251319678,0.139970814,NULL,0.89860813,1.055622793,NULL,0.137376015,0.134330835
28-Dec,NULL,0.12597795,0.091964643,NULL,0.064477982,-0.025046146,NULL,0.019904357,-0.028928245,NULL,0.2521987,0.138830922,NULL,0.90921793,1.036862516,NULL,0.127642148,0.13575375
29-Dec,NULL,0.12597795,0.092850437,NULL,0.064477982,-0.021774666,NULL,0.019904357,-0.053454059,NULL,0.253281896,0.136681763,NULL,0.892050678,1.024465619,NULL,0.127642148,0.135208472
30-Dec,NULL,0.12597795,NULL,NULL,0.064477982,NULL,NULL,0.019904357,NULL,NULL,0.245682937,0.136267768,NULL,0.882566946,1.025831434,NULL,0.127642148,NULL
